id,name,language,mode,schedule,deadline,field,url,tution_currency,university_id,duration,tution_amount
10111,Master Of Arts In Dance,English,CAMPUS,FULLTIME,,EDUCATION,,CHF,1464,24,1290
10112,Master Of Arts In Dance,German,CAMPUS,FULLTIME,,EDUCATION,,CHF,1464,24,1290
10113,Ma In Tesol,English,CAMPUS,FULLTIME,,EDUCATION,,USD,956,16,1795
10114,Ma In Tesol,English,CAMPUS,PARTTIME,,EDUCATION,,USD,956,16,1795
10115,Master Of Science In Physical Education Sport,English,CAMPUS,FULLTIME,,EDUCATION,,,2244,16,
10116,Master Of Education In Special Education,English,,,,EDUCATION,,,2232,,
10117,Master Of Social Work Msw School Social Work Specialization,English,ONLINE,FULLTIME,,EDUCATION,,USD,311,36,36000
10118,Master Of Social Work Msw School Social Work Specialization,English,ONLINE,PARTTIME,,EDUCATION,,USD,311,36,36000
10119,Ma In Teaching English To Speakers Of Other Languages Tesol,English,CAMPUS,FULLTIME,,EDUCATION,,EUR,269,16,5125
10120,Master Of Education Tesol,English,CAMPUS,FULLTIME,,EDUCATION,,AUD,1833,24,30300
10121,Master In International And Multicultural Education,English,CAMPUS,PARTTIME,,EDUCATION,https://www.usfca.edu/education/international-multicultural-education-masters?utm_campaign=soe-multi-education-masters&utm_medium=display&utm_source=masters-studies&utm_content=lead-gen&utm_term=soe,USD,1938,24,1130
10122,Master In Mathematics Teaching Methodology,Portuguese (Brazil),CAMPUS,FULLTIME,,EDUCATION,,BRL,1238,18,222
10123,Master Of Arts In Teaching,,CAMPUS,FULLTIME,,EDUCATION,,,982,,
10124,Master In Network Learning Technology,English,CAMPUS,FULLTIME,,EDUCATION,,,1719,,
10125,Ma In Higher Education,English,CAMPUS,,,EDUCATION,,,2356,,
10126,Master Of Arts In Teaching In Science Education,English,COMBINED,FULLTIME,,EDUCATION,,USD,146,24,18276
10127,Master Of Arts In Teaching In Science Education,English,CAMPUS,FULLTIME,,EDUCATION,,USD,146,24,18276
10128,Master Of Arts In Teaching In Science Education,English,ONLINE,FULLTIME,,EDUCATION,,USD,146,24,18276
10129,Master Of Arts In Curriculum And Instruction,English,CAMPUS,,,EDUCATION,,,2616,,
10130,Master Of Science In Education In Curriculum And Instruction,English,ONLINE,PARTTIME,,EDUCATION,,,2288,18,
10131,Master Of Educational Technology And Innovation Receive Double Degree,Spanish,ONLINE,PARTTIME,,EDUCATION,,USD,382,12,3250
10132,Master In Management And Administration Of Educational Institutions,Spanish (Mexican),CAMPUS,,,EDUCATION,,,2599,,
10133,Master In Innovation And Higher Education International,Spanish,ONLINE,FULLTIME,,EDUCATION,,USD,117,24,200
10134,Master In Innovation And Higher Education International,Spanish,ONLINE,PARTTIME,,EDUCATION,,USD,117,24,200
10135,Ma In Educational Science,Ungarian,CAMPUS,,,EDUCATION,,,1201,,
10136,Master Of Science In Education In Teacher Leadership,,,,,EDUCATION,,,2600,,
10137,Master Of Science In Education Curriculum And Instruction,English,ONLINE,FULLTIME,,EDUCATION,,USD,2288,24,371
10138,Master Of Science In Education Curriculum And Instruction,English,ONLINE,PARTTIME,,EDUCATION,,USD,2288,24,371
10139,Master Of Science In Design Theory And Pedagogy,English,CAMPUS,FULLTIME,,EDUCATION,,USD,619,,23908
10140,Ma In Art Education And Community Practice,English,CAMPUS,FULLTIME,,EDUCATION,,USD,956,24,1795
10141,Ma In Art Education And Community Practice,English,CAMPUS,PARTTIME,,EDUCATION,,USD,956,24,1795
10142,Master In Multicultural Education,Korean,CAMPUS,,,EDUCATION,,,2601,,
10143,Master Of Education In Educational Leadership,English,ONLINE,FULLTIME,,EDUCATION,,,2602,,
10144,Master Of Education In Educational Leadership,English,ONLINE,PARTTIME,,EDUCATION,,,2602,,
10145,Master Of Education In Special Education,English,COMBINED,,,EDUCATION,,,2232,,
10146,Master Of Education In Special Education,English,CAMPUS,,,EDUCATION,,,2232,,
10147,Master Of Education In Special Education,English,ONLINE,,,EDUCATION,,,2232,,
10148,Master Of Education Athletic Coaching Leadership Concentration,English,CAMPUS,,,EDUCATION,,,2603,,
10149,Master Of Education In Teaching And Learning,English,CAMPUS,FULLTIME,,EDUCATION,,,2604,15,
10150,Master Of Education In Teaching And Learning,English,CAMPUS,PARTTIME,,EDUCATION,,,2604,15,
10151,Master Of Arts In Methods Of Teaching The English Language,English,CAMPUS,FULLTIME,,EDUCATION,,USD,1464,24,3000
10152,Master Of Foreign Languages Teaching,Spanish (Mexican),CAMPUS,,,EDUCATION,,,2175,,
10153,Master In Foreign And Second Language Education,English,CAMPUS,,,EDUCATION,,USD,1938,24,1111
10154,Master In Foreign And Second Language Education,English,ONLINE,,,EDUCATION,,USD,1938,24,1111
10155,Master In Educational Administration,Spanish,CAMPUS,,,EDUCATION,,,94,,
10156,Ma In Applied Rabbinic Theology Rabbinic Students Only,,CAMPUS,,,EDUCATION,,,2606,,
10157,Masters Degree In Education Entrepreneurship,English,COMBINED,FULLTIME,,EDUCATION,,EUR,2607,,10000
10158,Masters Degree In Education Entrepreneurship,English,CAMPUS,FULLTIME,,EDUCATION,,EUR,2607,,10000
10159,Masters Degree In Education Entrepreneurship,English,ONLINE,FULLTIME,,EDUCATION,,EUR,2607,,10000
10160,Master Of Education In Curriculum And Instruction Secondary Education Comprehensive,English,ONLINE,FULLTIME,,EDUCATION,,,2293,24,
10161,Leadership In Museum Education,English,,,,EDUCATION,,,944,,
10162,Master Of Arts In Education,English,CAMPUS,FULLTIME,,EDUCATION,,USD,2084,18,495
10163,Master Of Arts In Education,English,ONLINE,FULLTIME,,EDUCATION,,USD,2084,18,495
10164,Ma In Learning Design And Technology,English,CAMPUS,FULLTIME,,EDUCATION,,USD,827,24,2139
10165,Master Of Science In Materials Science,English,CAMPUS,FULLTIME,,EDUCATION,,,146,24,
10166,Autism Med,English,,,,EDUCATION,,,2201,,
10167,Ma In Health Education And Pedagogy,,,,,EDUCATION,,,2553,,
10168,Master Of Education Med In Instructional Technology,English,,,,EDUCATION,,,1685,,
10169,Master Of Arts In Teaching Teaching Credential Mattc,English,CAMPUS,FULLTIME,,EDUCATION,,USD,2331,24,607
10170,Master Of Arts In Teaching Teaching Credential Mattc,English,CAMPUS,PARTTIME,,EDUCATION,,USD,2331,24,607
10171,Master Of Education Special Education Collaborative Teacher K,English,ONLINE,FULLTIME,,EDUCATION,,USD,2244,24,14586
10172,Master Of Education Special Education Collaborative Teacher K,English,ONLINE,PARTTIME,,EDUCATION,,USD,2244,24,14586
10173,Master Of Science In Learning Design Technology,English,ONLINE,PARTTIME,,EDUCATION,,,2263,30,
10174,Master Of Education,English,CAMPUS,,,EDUCATION,,,2563,,
10175,Master Of Education With Specialization In Special Education,Spanish,CAMPUS,FULLTIME,,EDUCATION,,USD,2476,24,480
10176,Master Of Education With Specialization In Special Education,Spanish,CAMPUS,PARTTIME,,EDUCATION,,USD,2476,24,480
10177,Master Of Arts In Teaching,English,,,,EDUCATION,,,982,,
10178,Master Of Education In Educational Psychology,English,CAMPUS,FULLTIME,,EDUCATION,,USD,158,24,3500
10179,Master Of Education In Educational Psychology,English,CAMPUS,PARTTIME,,EDUCATION,,USD,158,24,3500
10180,Master In Social Education Intervention With Children And Young People At Risk,Portuguese (Portugal),CAMPUS,,,EDUCATION,,,2431,,
10181,Master In Pedagogy And Teaching For Sustainability,English,CAMPUS,FULLTIME,,EDUCATION,,EUR,1326,24,8000
10182,Master Of Arts In International Higher Education And Management,English,CAMPUS,FULLTIME,,EDUCATION,,HKD,129,24,129000
10183,Master Of Arts In International Higher Education And Management,English,CAMPUS,PARTTIME,,EDUCATION,,HKD,129,24,129000
10184,Master In Educational Technology,English,ONLINE,FULLTIME,,EDUCATION,,,1012,,3800
10185,Ma In Tesol Teaching English As A Second Language With Emphasis In Tefl Teaching English As A Foreign Language,English,CAMPUS,FULLTIME,,EDUCATION,,EUR,2610,24,5220
10186,Master In Educational Management Opened For Spring Intake,,CAMPUS,FULLTIME,,EDUCATION,,EUR,1215,24,4787
10187,History Urban History Master,Russian,CAMPUS,FULLTIME,,EDUCATION,,,2611,30,
10188,History Urban History Master,Russian,CAMPUS,PARTTIME,,EDUCATION,,,2611,30,
10189,Master Of Arts In Teaching,English,CAMPUS,,,EDUCATION,,,982,,
10190,Elementary Education Ma,English,,,,EDUCATION,,,2613,,
10191,Specialist In Education Eds,English,,,,EDUCATION,,,2379,,
10192,Master Meef Consulting Engineering For Higher Education,French,CAMPUS,FULLTIME,,EDUCATION,,,1001,0,
10193,Master In Physical Education And Sports,Spanish (Argentina),CAMPUS,,,EDUCATION,,,604,,
10194,Master Of Education,Spanish (Mexican),CAMPUS,,,EDUCATION,,,2563,,
10195,Administration And Supervision Med Eds Online,English,,,,EDUCATION,,,112,,
10196,Master Of Science In Adult Continuing Education General Option,English,ONLINE,FULLTIME,,EDUCATION,,USD,2244,,14157
10197,Master Of Science In Adult Continuing Education General Option,English,ONLINE,PARTTIME,,EDUCATION,,USD,2244,,14157
10198,Master Of Arts In Teaching Mat,English,,,,EDUCATION,,,982,,
10199,Master Of Arts In Teaching Secondary Education,English,ONLINE,FULLTIME,,EDUCATION,,,2235,18,
10200,Master Of Arts In Teaching Secondary Education,English,ONLINE,PARTTIME,,EDUCATION,,,2235,18,
10201,Masters In Environmental Education,Spanish (Mexican),CAMPUS,,,EDUCATION,,,2290,,
10202,M Ed In Physical Educacion,Spanish,,,,EDUCATION,,,2614,,
10203,Master In Physical Exercise And Styles Of Healthy Life,Spanish (Spain),CAMPUS,,,EDUCATION,,,833,,
10204,Master In Education,,ONLINE,PARTTIME,,EDUCATION,,,2225,24,
10205,Master Teacher Of Spanish As A Foreign Language,Spanish,ONLINE,FULLTIME,,EDUCATION,,EUR,2615,18,8100
10206,Master Of Education In Curriculum And Instruction,English,CAMPUS,,,EDUCATION,,,2616,,
10207,Master Of Education In Curriculum And Instruction,English,,,,EDUCATION,,,2616,,
10208,Master Degree In Teaching Spanish As A Foreign Language,Spanish,CAMPUS,FULLTIME,,EDUCATION,,EUR,1470,,6950
10209,Master Degree In Teaching Spanish As A Foreign Language,Spanish,CAMPUS,PARTTIME,,EDUCATION,,EUR,1470,,6950
10210,Master Degree In Teaching Spanish As A Foreign Language,Spanish,ONLINE,FULLTIME,,EDUCATION,,EUR,1470,,6950
10211,Master Degree In Teaching Spanish As A Foreign Language,Spanish,ONLINE,PARTTIME,,EDUCATION,,EUR,1470,,6950
10212,Master In Administration And Management Of Education,Portuguese (Portugal),CAMPUS,,,EDUCATION,,,1861,,
10213,Med In Education And Human Resource Studies,English,,,,EDUCATION,,,470,,
10214,Ms In Education Educational Leadership,English,CAMPUS,,,EDUCATION,,,2345,,
10215,Pedagogical Education Pedagogy Of Preschool Childhood Masters Degree,Russian,CAMPUS,FULLTIME,,EDUCATION,,,2617,30,
10216,Pedagogical Education Pedagogy Of Preschool Childhood Masters Degree,Russian,CAMPUS,PARTTIME,,EDUCATION,,,2617,30,
10217,Master Of Learning Cognition And Educational Development,Spanish,ONLINE,PARTTIME,,EDUCATION,,,181,18,
10218,Masters In Educational Technology Online,English,,,,EDUCATION,,,2618,,
10219,Masters In University Teaching,Spanish (Mexican),CAMPUS,,,EDUCATION,,,2330,,
10220,Master In Education,Japanese,CAMPUS,,,EDUCATION,,,2225,,
10221,Advanced Master Of Digital Humanities Leuven,English,CAMPUS,FULLTIME,,EDUCATION,http://www.kuleuven.be/onlineopendays,,148,,
10222,Advanced Master Of Digital Humanities Leuven,English,CAMPUS,PARTTIME,,EDUCATION,http://www.kuleuven.be/onlineopendays,,148,,
10223,Masters Of Education In Educational Leadership,English,ONLINE,FULLTIME,,EDUCATION,,USD,2602,24,350
10224,Masters Of Education In Educational Leadership,English,ONLINE,PARTTIME,,EDUCATION,,USD,2602,24,350
10225,Master Educational Leadership,Dutch,CAMPUS,,,EDUCATION,,,2168,,
10226,Master Of Educational Technology,English,CAMPUS,,,EDUCATION,,,1012,,
10227,Graduate School Of Childrens Studies,Japanese,CAMPUS,,,EDUCATION,,,,,
10228,Master Of Education In Educational Administration,English,,,,EDUCATION,,,2303,,
10229,Ma Education,English,CAMPUS,FULLTIME,,EDUCATION,https://www.lincoln.ac.uk/home/studywithus/internationalstudents/entryrequirementsandyourcountry/,GBP,363,24,14900
10230,Ma Education,English,CAMPUS,PARTTIME,,EDUCATION,https://www.lincoln.ac.uk/home/studywithus/internationalstudents/entryrequirementsandyourcountry/,GBP,363,24,14900
10231,Master Education Technology Mot,Dutch,CAMPUS,,,EDUCATION,,,2358,,
10232,Higher And Postsecondary Education Med,English,COMBINED,FULLTIME,,EDUCATION,,,2371,16,
10233,Higher And Postsecondary Education Med,English,CAMPUS,FULLTIME,,EDUCATION,,,2371,16,
10234,Higher And Postsecondary Education Med,English,ONLINE,FULLTIME,,EDUCATION,,,2371,16,
10235,Msc In Cognitive Sciences And Technologies From Neuron To Cognition,English,CAMPUS,FULLTIME,,EDUCATION,,RUB,533,24,390000
10236,Master Of Arts In Learning And Technology,English,COMBINED,PARTTIME,,EDUCATION,,CAD,2270,24,32496
10237,Master Of Arts In Learning And Technology,English,CAMPUS,PARTTIME,,EDUCATION,,CAD,2270,24,32496
10238,Master Of Arts In Learning And Technology,English,ONLINE,PARTTIME,,EDUCATION,,CAD,2270,24,32496
10239,Master Of Music Education,,CAMPUS,,,EDUCATION,,,2317,,
10240,Master In Special Education,English,CAMPUS,FULLTIME,,EDUCATION,https://www.usfca.edu/education/programs/masters-credential-programs/organization-leadership?utm_campaign=soe-organization-leadership-masters&utm_medium=display&utm_source=masters-studies&utm_content=lead-gen&utm_term=soe,USD,2494,24,1130
10241,Master In Special Education,English,CAMPUS,PARTTIME,,EDUCATION,https://www.usfca.edu/education/programs/masters-credential-programs/organization-leadership?utm_campaign=soe-organization-leadership-masters&utm_medium=display&utm_source=masters-studies&utm_content=lead-gen&utm_term=soe,USD,2494,24,1130
10242,Master Of Educational Innovation,Arabic,CAMPUS,FULLTIME,,EDUCATION,, AED,1317,18,72000
10243,Master Of Educational Innovation,Arabic,CAMPUS,PARTTIME,,EDUCATION,, AED,1317,18,72000
10244,Ma Elttesol Studies,English,CAMPUS,FULLTIME,,EDUCATION,,,2542,,
10245,Master Of Arts In Teaching Secondary Education Science,English,ONLINE,FULLTIME,,EDUCATION,,,45,18,
10246,Master Of Arts In Teaching Secondary Education Science,English,ONLINE,PARTTIME,,EDUCATION,,,45,18,
10247,Master Of Science In Education In Curriculum And Instruction Gifted Creative And Talented Studies Concentration,English,CAMPUS,PARTTIME,,EDUCATION,,,2288,18,
10248,Master Of Science In Education In Curriculum And Instruction Gifted Creative And Talented Studies Concentration,English,ONLINE,PARTTIME,,EDUCATION,,,2288,18,
10249,Master Of Education,,CAMPUS,,,EDUCATION,,,2563,,
10250,Master Of Physics Education Study Program,English,,,,EDUCATION,,,2413,,
10251,Master Of Physics Education Study Program,Indonesian,,,,EDUCATION,,,2413,,
10252,Pedagogical Sciences Foreign Languages And Intercultural Communication Masters Degree,Kazakh,CAMPUS,FULLTIME,,EDUCATION,,,1643,24,
10253,Pedagogical Sciences Foreign Languages And Intercultural Communication Masters Degree,Russian (Kazakhstan),CAMPUS,FULLTIME,,EDUCATION,,,1643,24,
10254,Master In Art Education,English,CAMPUS,FULLTIME,,EDUCATION,,,1770,,
10255,Psychological And Pedagogical Support For The Prevention Of Deviant Behavior In Children And Adolescents Masters Degree,Russian,CAMPUS,FULLTIME,,EDUCATION,,,1110,24,
10256,Masters In Special Education,English,CAMPUS,FULLTIME,,EDUCATION,,USD,2313,0,10828
10257,Master Of Education,Spanish (Mexican),CAMPUS,,,EDUCATION,,,2563,,
10258,Master Of Arts In Teaching,,CAMPUS,,,EDUCATION,,,982,,
10259,Ma In Education Curriculum And Instruction,English,ONLINE,FULLTIME,,EDUCATION,,USD,2626,,250
10260,Ma In Education Curriculum And Instruction,English,ONLINE,PARTTIME,,EDUCATION,,USD,2626,,250
10261,Educational Leadership Ms,English,,,,EDUCATION,,,2311,,
10262,Ma In Education,English,CAMPUS,FULLTIME,,EDUCATION,,GBP,484,36,15200
10263,Ma In Education,English,CAMPUS,PARTTIME,,EDUCATION,,GBP,484,36,15200
10264,Ma In Education,English,ONLINE,FULLTIME,,EDUCATION,,GBP,484,36,15200
10265,Ma In Education,English,ONLINE,PARTTIME,,EDUCATION,,GBP,484,36,15200
10266,Master Of Arts In Education And Human Development In Educational Leadership And Administration,English,ONLINE,FULLTIME,,EDUCATION,,,2285,24,
10267,Master Of Arts In Education Online Teaching And Learning,English,ONLINE,FULLTIME,,EDUCATION,,USD,2424,,348
10268,Master Of Arts In Education Online Teaching And Learning,English,ONLINE,PARTTIME,,EDUCATION,,USD,2424,,348
10269,Msc Counselling And Psychology In Educational Settings,English,CAMPUS,FULLTIME,,EDUCATION,,EUR,1744,24,7250
10270,Master Of Arts In History,,CAMPUS,,,EDUCATION,,,876,,
10271,Ma In Educational Equity Cultural Diversity,English,CAMPUS,,,EDUCATION,,,2628,,
10272,Master Of Research Mres Arts,English,CAMPUS,FULLTIME,,EDUCATION,,GBP,723,24,8000
10273,Master Of Research Mres Arts,English,CAMPUS,PARTTIME,,EDUCATION,,GBP,723,24,8000
10274,Studio Art Mfa,English,,,,EDUCATION,,,994,,
10275,International Master Of Teaching English,English,COMBINED,FULLTIME,,EDUCATION,https://www.smu.ca/academics/international-master-of-teaching-english.html?utm_source=Keystone&utm_campaign=Keystone&utm_medium=ReadMoreSchoolWebsiteCTA,CAD,2629,16,24000
10276,International Master Of Teaching English,English,CAMPUS,FULLTIME,,EDUCATION,https://www.smu.ca/academics/international-master-of-teaching-english.html?utm_source=Keystone&utm_campaign=Keystone&utm_medium=ReadMoreSchoolWebsiteCTA,CAD,2629,16,24000
10277,International Master Of Teaching English,English,ONLINE,FULLTIME,,EDUCATION,https://www.smu.ca/academics/international-master-of-teaching-english.html?utm_source=Keystone&utm_campaign=Keystone&utm_medium=ReadMoreSchoolWebsiteCTA,CAD,2629,16,24000
10278,Master In Leadership And Management Of Educational Centers,Spanish,ONLINE,PARTTIME,,EDUCATION,,MXN,387,18,2550
10279,Master Of Education,English,CAMPUS,FULLTIME,,EDUCATION,,,2563,8,
10280,Master Of Education,English,ONLINE,FULLTIME,,EDUCATION,,,2563,8,
10281,Psychopedagogy And Problems Of Educative Intervention,Spanish (Mexican),CAMPUS,,,EDUCATION,,,1673,,
10282,Master Of Teaching In Secondary Education,English,CAMPUS,FULLTIME,,EDUCATION,,,156,24,
10283,Master Of Biblical Studies,English,ONLINE,,,EDUCATION,,,2630,,
10284,The Master Of Science In Higher Education Student Affairs Hesa,English,CAMPUS,FULLTIME,,EDUCATION,,,2478,22,
10285,Master Of Arts In Communityengaged Education Social Change,English,,,,EDUCATION,,,2248,,
10286,Master Of Education Medalta Physical Education,English,CAMPUS,FULLTIME,,EDUCATION,,USD,2165,,10156
10287,Master Of Science In Education In Higher Education Administration,English,CAMPUS,FULLTIME,,EDUCATION,,,510,24,
10288,Master Of Science In Education In Higher Education Administration,English,CAMPUS,PARTTIME,,EDUCATION,,,510,24,
10289,Master Of Education In Higher Education Administration,English,,,,EDUCATION,,,480,,
10290,Master Of Education In Art,English,,,,EDUCATION,,,968,,
10291,Master Of Education And Innovation,English,CAMPUS,,,EDUCATION,,,1663,,
